ID,monthlyRent(us_dollar)
Test_1270,420.26566
Test_1271,187.671
Test_1272,168.18233
Test_1273,234.27876
Test_1274,152.65556
Test_1275,423.22903
Test_1276,689.7943
Test_1277,134.05014
Test_1278,357.6225
Test_1279,925.89844
Test_1280,366.5351
Test_1281,505.5888
Test_1282,182.73192
Test_1283,172.80951
Test_1284,450.36362
Test_1285,161.10129
Test_1286,321.49594
Test_1287,436.409
Test_1288,133.03499
Test_1289,288.9784
Test_1290,315.5031
Test_1291,392.2007
Test_1292,382.93835
Test_1293,74.03092
Test_1294,764.86456
Test_1295,177.25624
Test_1296,981.74097
Test_1297,236.67036
Test_1298,406.42297
Test_1299,96.03297
Test_1300,199.34029
Test_1301,161.71669
Test_1302,152.96864
Test_1303,125.757256
Test_1304,84.84228
Test_1305,254.69885
Test_1306,424.0847
Test_1307,215.00882
Test_1308,335.10876
Test_1309,444.19525
Test_1310,375.5731
Test_1311,242.89026
Test_1312,307.8471
Test_1313,249.75827
Test_1314,215.86493
Test_1315,297.92017
Test_1316,153.96713
Test_1317,374.69348
Test_1318,365.4311
Test_1319,78.29878
Test_1320,415.52106
Test_1321,127.27779
Test_1322,753.1441
Test_1323,184.98477
Test_1324,235.56995
Test_1325,177.53123
Test_1326,351.9484
Test_1327,103.9224
Test_1328,193.26378
Test_1329,178.92992
Test_1330,174.27127
Test_1331,566.8544
Test_1332,392.3608
Test_1333,374.97632
Test_1334,165.52083
Test_1335,932.92456
Test_1336,118.24611
Test_1337,897.83575
Test_1338,346.41736
Test_1339,139.78891
Test_1340,259.04105
Test_1341,164.21577
Test_1342,96.359375
Test_1343,623.66003
Test_1344,161.33154
Test_1345,443.1609
Test_1346,240.20555
Test_1347,163.27666
Test_1348,205.47646
Test_1349,270.38452
Test_1350,167.2806
Test_1351,274.7543
Test_1352,539.9941
Test_1353,688.9383
Test_1354,164.19673
Test_1355,151.60002
Test_1356,385.60037
Test_1357,134.46362
Test_1358,377.8682
Test_1359,1092.4027
Test_1360,443.6468
Test_1361,274.19397
Test_1362,155.28146
Test_1363,234.25577
Test_1364,812.6841
Test_1365,403.36807
Test_1366,378.78085
Test_1367,310.6111
Test_1368,374.365
Test_1369,385.68182
Test_1370,811.45703
Test_1371,124.43421
Test_1372,239.65318
Test_1373,154.45055
Test_1374,249.25249
Test_1375,230.08617
Test_1376,374.0245
Test_1377,1002.649
Test_1378,998.23737
Test_1379,224.03426
Test_1380,185.80103
Test_1381,111.59094
Test_1382,202.2295
Test_1383,379.0012
Test_1384,401.48434
Test_1385,249.0067
Test_1386,132.2603
Test_1387,103.589584
Test_1388,679.22925
Test_1389,840.7559
Test_1390,337.93396
Test_1391,224.8226
Test_1392,85.042015
Test_1393,360.743
Test_1394,358.17297
Test_1395,685.4467
Test_1396,115.825905
Test_1397,379.62793
Test_1398,405.1093
Test_1399,520.4817
Test_1400,374.6361
Test_1401,229.5931
Test_1402,348.8384
Test_1403,283.4061
Test_1404,189.52563
Test_1405,242.32483
Test_1406,256.2607
Test_1407,319.9206
Test_1408,111.970856
Test_1409,168.02208
Test_1410,311.78696
Test_1411,225.00092
Test_1412,162.97478
Test_1413,488.7159
Test_1414,367.98074
Test_1415,311.84344
Test_1416,294.40353
Test_1417,242.44174
Test_1418,607.82904
Test_1419,289.54834
Test_1420,277.8703
Test_1421,475.30478
Test_1422,104.32427
Test_1423,553.2091
Test_1424,110.52075
Test_1425,581.2089
Test_1426,1009.0645
Test_1427,289.36475
Test_1428,236.42113
Test_1429,403.524
Test_1430,1032.1863
Test_1431,826.2281
Test_1432,193.94958
Test_1433,442.45413
Test_1434,134.46362
Test_1435,213.38155
Test_1436,238.73158
Test_1437,185.2011
Test_1438,165.62851
Test_1439,187.52165
Test_1440,159.42662
Test_1441,113.848335
Test_1442,504.9748
Test_1443,249.77122
Test_1444,360.77457
Test_1445,466.9719
Test_1446,273.49286
Test_1447,473.79358
Test_1448,186.47299
Test_1449,393.3635
Test_1450,161.46156
Test_1451,675.5901
Test_1452,100.80918
Test_1453,739.30444
Test_1454,100.310844
Test_1455,133.15826
Test_1456,821.83484
Test_1457,204.3234
Test_1458,387.22595
Test_1459,136.43091
Test_1460,248.96962
Test_1461,494.5218
Test_1462,716.3059
Test_1463,352.82434
Test_1464,499.96252
Test_1465,172.17615
Test_1466,287.5359
Test_1467,161.6729
Test_1468,115.80362
Test_1469,161.57553
Test_1470,317.40292
Test_1471,653.7875
Test_1472,154.7925
Test_1473,135.49216
Test_1474,252.74666
Test_1475,160.5084
Test_1476,503.7113
Test_1477,162.6012
Test_1478,176.3581
Test_1479,416.0086
Test_1480,290.46524
Test_1481,347.81384
Test_1482,382.67172
Test_1483,335.85226
Test_1484,270.86432
Test_1485,167.06372
Test_1486,140.92645
Test_1487,769.5241
Test_1488,623.0389
Test_1489,235.7389
Test_1490,247.10982
Test_1491,94.13078
Test_1492,113.93007
Test_1493,110.65971
Test_1494,443.2687
Test_1495,633.58856
Test_1496,738.9787
Test_1497,221.4
Test_1498,314.5928
Test_1499,388.12173
Test_1500,118.53912
Test_1501,170.8254
Test_1502,407.40884
Test_1503,281.46494
Test_1504,317.5384
Test_1505,242.39645
Test_1506,462.80963
Test_1507,381.94205
Test_1508,385.91162
Test_1509,197.97678
Test_1510,599.2136
Test_1511,483.6969
Test_1512,364.98203
Test_1513,344.47302
Test_1514,349.53613
Test_1515,118.613945
Test_1516,269.45346
Test_1517,257.98962
Test_1518,619.16644
Test_1519,830.23474
Test_1520,237.36443
Test_1521,422.19952
Test_1522,180.4877
Test_1523,458.78354
Test_1524,192.29709
Test_1525,1024.3451
Test_1526,223.08076
Test_1527,225.82072
Test_1528,375.63776
Test_1529,212.7027
Test_1530,122.08194
Test_1531,272.52118
Test_1532,164.56554
Test_1533,383.48636
Test_1534,215.28397
Test_1535,602.5033
Test_1536,323.7558
Test_1537,205.831
Test_1538,292.74252
Test_1539,133.56485
Test_1540,169.33116
Test_1541,151.51524
Test_1542,815.6507
Test_1543,183.47923
Test_1544,284.9514
Test_1545,93.90109
Test_1546,555.88586
Test_1547,312.71243
Test_1548,465.0399
Test_1549,113.89111
Test_1550,128.38051
Test_1551,162.82133
Test_1552,355.68216
Test_1553,400.41446
Test_1554,256.759
Test_1555,375.00656
Test_1556,241.3903
Test_1557,122.89564
Test_1558,160.5084
Test_1559,69.26637
Test_1560,469.84125
Test_1561,324.98306
Test_1562,343.4104
Test_1563,155.08167
Test_1564,324.05405
Test_1565,621.98737
Test_1566,972.63794
Test_1567,280.06882
Test_1568,146.96045
Test_1569,310.23993
Test_1570,301.31012
Test_1571,266.50177
Test_1572,97.75976
Test_1573,172.48119
Test_1574,200.48495
Test_1575,167.79022
Test_1576,279.7678
Test_1577,243.3443
Test_1578,139.43703
Test_1579,145.39998
Test_1580,204.09277
Test_1581,201.77719
Test_1582,167.40271
Test_1583,324.7571
Test_1584,107.758484
Test_1585,153.97565
Test_1586,536.2051
Test_1587,251.10205
Test_1588,284.0525
Test_1589,85.2849
Test_1590,96.03389
Test_1591,211.18498
Test_1592,407.61438
Test_1593,100.68117
Test_1594,559.4664
Test_1595,215.86133
Test_1596,196.52344
Test_1597,397.10367
Test_1598,190.25165
Test_1599,482.43204
Test_1600,747.1168
Test_1601,134.21405
Test_1602,108.38561
Test_1603,940.5026
Test_1604,254.46379
Test_1605,618.0007
Test_1606,157.1535
Test_1607,383.06177
Test_1608,90.096054
Test_1609,370.8671
Test_1610,248.40744
Test_1611,162.23346
Test_1612,201.51996
Test_1613,359.13544
Test_1614,199.42969
Test_1615,191.50267
Test_1616,475.63742
Test_1617,385.09042
Test_1618,165.08354
Test_1619,428.09244
Test_1620,117.31138
Test_1621,299.50012
Test_1622,94.46108
Test_1623,176.76497
Test_1624,102.099205
Test_1625,115.68905
Test_1626,121.52218
Test_1627,137.65765
Test_1628,585.05585
Test_1629,165.3095
Test_1630,349.96277
Test_1631,930.19836
Test_1632,454.22797
Test_1633,169.1613
Test_1634,136.96011
Test_1635,168.12793
Test_1636,107.34665
Test_1637,112.580086
Test_1638,272.9988
Test_1639,468.21207
Test_1640,399.13678
Test_1641,201.26157
Test_1642,230.5047
Test_1643,171.97992
Test_1644,132.85008
Test_1645,155.18443
Test_1646,129.07416
Test_1647,115.36018
Test_1648,359.57538
Test_1649,334.5083
Test_1650,392.97125
Test_1651,291.42218
Test_1652,200.28928
Test_1653,80.37901
Test_1654,304.91754
Test_1655,494.11252
Test_1656,99.87685
Test_1657,474.4709
Test_1658,637.92126
Test_1659,244.69986
Test_1660,115.87185
Test_1661,236.00981
Test_1662,136.91978
Test_1663,360.1553
Test_1664,110.46479
Test_1665,320.288
Test_1666,161.6729
Test_1667,338.04855
Test_1668,199.96951
Test_1669,116.85448
Test_1670,358.59952
Test_1671,167.21681
Test_1672,230.10686
Test_1673,378.67142
Test_1674,147.44534
Test_1675,256.43347
Test_1676,249.98055
Test_1677,653.504
Test_1678,226.74239
Test_1679,339.6965
Test_1680,76.96964
Test_1681,482.33023
Test_1682,145.93263
Test_1683,156.75014
Test_1684,164.83061
Test_1685,229.51456
Test_1686,410.6807
Test_1687,361.45364
Test_1688,374.93866
Test_1689,111.201706
Test_1690,186.41472
Test_1691,171.93834
Test_1692,193.87239
Test_1693,392.85828
Test_1694,409.05853
Test_1695,165.98721
Test_1696,193.80334
Test_1697,191.34198
Test_1698,150.22588
Test_1699,166.38634
Test_1700,544.2969
Test_1701,252.69336
Test_1702,390.97437
Test_1703,230.58429
Test_1704,125.640114
Test_1705,283.924
Test_1706,340.30792
Test_1707,328.6745
Test_1708,1007.76074
Test_1709,155.53783
Test_1710,162.06334
Test_1711,302.12378
Test_1712,276.63904
Test_1713,166.02614
Test_1714,189.82265
Test_1715,81.24323
Test_1716,121.60608
Test_1717,474.80164
Test_1718,96.09282
Test_1719,238.88954
Test_1720,391.08154
Test_1721,380.02103
Test_1722,155.35458
Test_1723,460.1681
Test_1724,414.21994
Test_1725,163.11162
Test_1726,347.2047
Test_1727,152.3473
Test_1728,228.1366
Test_1729,708.84656
Test_1730,120.67614
Test_1731,1350.9824
Test_1732,374.84198
Test_1733,370.28796
Test_1734,126.31338
Test_1735,274.0028
Test_1736,113.70784
Test_1737,221.27873
Test_1738,143.86923
Test_1739,168.20665
Test_1740,289.92252
Test_1741,353.72968
Test_1742,127.06161
Test_1743,124.03413
Test_1744,492.8541
Test_1745,324.37524
Test_1746,89.395515
Test_1747,235.87112
Test_1748,324.74277
Test_1749,399.44843
Test_1750,374.18738
Test_1751,242.44585
Test_1752,372.28674
Test_1753,80.94761
Test_1754,211.36884
Test_1755,187.57654
Test_1756,325.69846
Test_1757,647.3845
Test_1758,283.41217
Test_1759,217.79817
Test_1760,126.87979
Test_1761,373.75244
Test_1762,651.9662
Test_1763,340.5256
Test_1764,170.44458
Test_1765,131.4333
Test_1766,169.15764
Test_1767,859.49567
Test_1768,117.92511
Test_1769,376.42566
Test_1770,179.73232
Test_1771,259.20007
Test_1772,119.48685
Test_1773,664.2938
Test_1774,1123.8912
Test_1775,181.20216
Test_1776,78.76321
Test_1777,222.85133
Test_1778,176.34286
Test_1779,982.68646
Test_1780,479.67688
Test_1781,194.19843
Test_1782,218.86331
Test_1783,163.28012
Test_1784,230.75774
Test_1785,614.5526
Test_1786,405.98773
Test_1787,873.93256
Test_1788,141.99847
Test_1789,144.39351
Test_1790,170.85265
Test_1791,231.72745
Test_1792,238.21936
Test_1793,293.71756
Test_1794,388.82358
Test_1795,1178.9329
Test_1796,173.58446
Test_1797,941.7433
Test_1798,118.97938
Test_1799,277.40146
Test_1800,444.38254
Test_1801,395.5904
Test_1802,855.0173
Test_1803,1187.8958
Test_1804,393.47647
Test_1805,264.25742
Test_1806,378.93457
Test_1807,137.53629
Test_1808,123.612854
Test_1809,343.97455
Test_1810,925.1221
Test_1811,282.6515
Test_1812,381.05307
Test_1813,289.49472
Test_1814,158.56593
Test_1815,250.43246
Test_1816,148.00166
Test_1817,1237.2269
Test_1818,144.35834
Test_1819,321.60458
Test_1820,304.52707
Test_1821,967.7349
Test_1822,358.48056
Test_1823,336.6817
Test_1824,313.19598
Test_1825,209.57652
Test_1826,518.70544
Test_1827,277.32025
Test_1828,453.95966
Test_1829,183.78098
Test_1830,237.46141
Test_1831,232.62451
Test_1832,117.31327
Test_1833,815.6507
Test_1834,352.0557
Test_1835,180.56578
Test_1836,96.4165
Test_1837,190.86996
Test_1838,141.99847
Test_1839,170.99944
Test_1840,377.0565
Test_1841,393.61285
Test_1842,201.37874
Test_1843,903.61694
Test_1844,146.14536
Test_1845,474.4266
Test_1846,121.12559
Test_1847,239.02573
Test_1848,221.0135
Test_1849,101.39834
Test_1850,263.2876
Test_1851,443.6468
Test_1852,411.76306
Test_1853,170.43944
Test_1854,503.94052
Test_1855,388.77917
Test_1856,377.58273
Test_1857,748.45264
Test_1858,159.53197
Test_1859,349.04028
Test_1860,183.06882
Test_1861,422.19952
Test_1862,125.76737
Test_1863,165.08354
Test_1864,185.91872
Test_1865,191.10944
Test_1866,241.70457
Test_1867,792.07446
Test_1868,163.79077
Test_1869,605.8097
Test_1870,198.89407
Test_1871,1215.4985
Test_1872,179.92719
Test_1873,238.74011
Test_1874,269.71664
Test_1875,90.48995
Test_1876,261.33093
Test_1877,331.26624
Test_1878,92.23169
Test_1879,141.37387
Test_1880,160.80309
Test_1881,305.42804
Test_1882,851.4465
Test_1883,150.00229
Test_1884,235.18007
Test_1885,95.21338
Test_1886,297.20602
Test_1887,129.61838
Test_1888,393.7809
Test_1889,327.40363
Test_1890,440.8465
Test_1891,714.91846
Test_1892,1147.8489
Test_1893,635.64325
Test_1894,219.77632
Test_1895,452.82285
Test_1896,308.081
Test_1897,306.11475
Test_1898,728.301
Test_1899,154.1566
Test_1900,212.56929
Test_1901,116.58932
Test_1902,810.08185
Test_1903,167.00203
Test_1904,186.15324
Test_1905,782.13806
Test_1906,139.52246
Test_1907,387.1906
Test_1908,122.75019
Test_1909,176.07864
Test_1910,586.23846
Test_1911,138.30098
Test_1912,126.81276
Test_1913,120.37135
Test_1914,166.01518
Test_1915,461.90765
Test_1916,153.84375
Test_1917,459.56458
Test_1918,517.23627
Test_1919,537.7702
Test_1920,149.98628
Test_1921,1030.0083
Test_1922,388.00677
Test_1923,154.29881
Test_1924,215.8316
Test_1925,84.84525
Test_1926,739.10815
Test_1927,387.75906
Test_1928,155.12419
Test_1929,257.96942
Test_1930,264.72992
Test_1931,155.02037
Test_1932,98.330215
Test_1933,90.07044
Test_1934,267.08264
Test_1935,247.77734
Test_1936,290.04968
Test_1937,990.0567
Test_1938,237.33574
Test_1939,182.32585
Test_1940,255.40994
Test_1941,89.93224
Test_1942,467.2272
Test_1943,372.03595
Test_1944,220.57646
Test_1945,246.7907
Test_1946,182.93533
Test_1947,1182.3043
Test_1948,186.48065
Test_1949,113.20499
Test_1950,155.59071
Test_1951,357.85007
Test_1952,139.43703
Test_1953,391.9734
Test_1954,343.19168
Test_1955,514.04767
Test_1956,182.80838
Test_1957,496.65894
Test_1958,223.9524
Test_1959,155.67946
Test_1960,270.08038
Test_1961,158.12665
Test_1962,301.2627
Test_1963,594.61255
Test_1964,280.84808
Test_1965,321.779
Test_1966,158.61778
Test_1967,185.08894
Test_1968,191.59346
Test_1969,454.65042
Test_1970,194.12717
Test_1971,385.48334
Test_1972,155.46661
Test_1973,135.17297
Test_1974,131.27155
Test_1975,113.08385
Test_1976,365.8271
Test_1977,523.464
Test_1978,377.51578
Test_1979,129.9162
Test_1980,120.31957
Test_1981,146.45502
Test_1982,140.50998
Test_1983,224.33441
Test_1984,131.18224
Test_1985,79.2162
Test_1986,169.00394
Test_1987,391.52094
Test_1988,143.01431
Test_1989,199.25705
Test_1990,363.26944
Test_1991,153.56622
Test_1992,190.3122
Test_1993,296.8145
Test_1994,364.18396
Test_1995,133.62677
Test_1996,187.377
Test_1997,1063.4039
Test_1998,274.34854
Test_1999,131.6673
Test_2000,441.94614
Test_2001,167.44084
Test_2002,359.94452
Test_2003,221.18791
Test_2004,161.8991
Test_2005,267.57993
Test_2006,390.39337
Test_2007,480.05908
Test_2008,203.03522
Test_2009,179.32416
Test_2010,168.32957
Test_2011,90.226776
Test_2012,127.91168
Test_2013,273.109
Test_2014,114.69446
Test_2015,958.13525
Test_2016,424.46048
Test_2017,447.3094
Test_2018,246.41739
Test_2019,167.7442
Test_2020,914.4553
Test_2021,506.90976
Test_2022,350.4352
Test_2023,367.50418
Test_2024,151.82953
Test_2025,362.80518
Test_2026,944.28796
Test_2027,200.2844
Test_2028,328.4745
Test_2029,81.247086
Test_2030,224.81291
Test_2031,346.04816
Test_2032,404.30627
Test_2033,127.22063
Test_2034,862.44666
Test_2035,355.99506
Test_2036,170.62509
Test_2037,258.5553
Test_2038,165.09714
Test_2039,161.12262
Test_2040,389.74756
Test_2041,455.7786
Test_2042,221.30959
Test_2043,505.45508
Test_2044,397.00302
Test_2045,365.34897
Test_2046,375.20267
Test_2047,422.71118
Test_2048,217.3048
Test_2049,242.47414
Test_2050,143.0181
Test_2051,702.86224
Test_2052,262.46628
Test_2053,174.7388
Test_2054,315.28094
Test_2055,227.38881
Test_2056,175.4169
Test_2057,551.3902
Test_2058,386.67508
Test_2059,274.23804
Test_2060,245.00388
Test_2061,190.74062
Test_2062,328.4745
Test_2063,378.84464
Test_2064,182.08507
Test_2065,110.019646
Test_2066,669.2284
Test_2067,400.0974
Test_2068,154.83353
Test_2069,390.27408
Test_2070,200.99693
Test_2071,294.12692
Test_2072,381.40747
Test_2073,197.94855
Test_2074,246.19803
Test_2075,163.98656
Test_2076,373.2312
Test_2077,119.95818
Test_2078,246.09332
Test_2079,340.09024
Test_2080,171.97992
Test_2081,438.40594
Test_2082,341.29056
Test_2083,386.6671
Test_2084,411.87305
Test_2085,106.02819
Test_2086,353.8129
Test_2087,211.8597
Test_2088,464.0625
Test_2089,520.21454
Test_2090,553.2091
Test_2091,328.8156
Test_2092,157.07501
Test_2093,493.18762
Test_2094,174.89389
Test_2095,526.66205
Test_2096,259.81143
Test_2097,275.03918
Test_2098,276.28394
Test_2099,388.90536
Test_2100,215.6328
Test_2101,273.6576
Test_2102,158.88663
Test_2103,164.19673
Test_2104,421.65256
Test_2105,233.76837
Test_2106,579.2038
Test_2107,265.04193
Test_2108,974.66534
Test_2109,772.88074
Test_2110,377.03223
Test_2111,594.53674
Test_2112,363.71988
Test_2113,349.07864
Test_2114,199.83716
Test_2115,372.35764
Test_2116,168.89749
Test_2117,146.14041
Test_2118,457.0695
Test_2119,400.66656
Test_2120,648.1146
Test_2121,412.93307
Test_2122,285.21188
Test_2123,256.76697
Test_2124,209.44514
Test_2125,388.4924
Test_2126,266.6366
Test_2127,163.34023
Test_2128,120.22718
Test_2129,159.10559
Test_2130,103.044044
Test_2131,512.83954
Test_2132,282.99887
Test_2133,218.38834
Test_2134,175.61812
Test_2135,99.71128
Test_2136,858.0764
Test_2137,151.58684
Test_2138,885.06805
Test_2139,475.47305
Test_2140,552.16766
Test_2141,155.30649
Test_2142,190.2307
Test_2143,433.7522
Test_2144,334.64084
Test_2145,278.46182
Test_2146,389.72375
Test_2147,386.69507
Test_2148,159.10559
Test_2149,370.08682
Test_2150,67.757515
Test_2151,242.47874
Test_2152,354.2206
Test_2153,478.9408
Test_2154,300.67838
Test_2155,170.12029
Test_2156,437.47192
Test_2157,229.06079
Test_2158,230.47488
Test_2159,566.5781
Test_2160,120.12738
Test_2161,100.33438
Test_2162,221.24599
Test_2163,119.88354
Test_2164,335.06897
Test_2165,199.96358
Test_2166,207.38539
Test_2167,386.67508
Test_2168,130.58629
Test_2169,958.62866
Test_2170,187.20119
Test_2171,489.50397
Test_2172,363.64438
Test_2173,877.92804
Test_2174,288.37317
Test_2175,143.38245
Test_2176,141.8264
Test_2177,363.36798
Test_2178,244.40773
Test_2179,128.43144
Test_2180,233.17891
Test_2181,193.59114
Test_2182,249.0067
Test_2183,206.76297
Test_2184,623.0389
Test_2185,192.43265
Test_2186,165.44484
Test_2187,124.92573
Test_2188,757.98553
Test_2189,713.6399
Test_2190,358.17297
Test_2191,715.08466
Test_2192,400.66293
Test_2193,282.71985
Test_2194,308.89197
Test_2195,313.8657
Test_2196,142.15977
Test_2197,389.8109
Test_2198,224.20615
Test_2199,392.3019
Test_2200,343.25745
Test_2201,369.45242
Test_2202,226.95042
Test_2203,138.09996
Test_2204,689.9568
Test_2205,283.6567
Test_2206,425.67493
Test_2207,143.89955
Test_2208,643.4371
Test_2209,172.05536
Test_2210,344.71857
Test_2211,496.0427
Test_2212,326.72723
Test_2213,424.61438
Test_2214,389.37775
Test_2215,114.63167
Test_2216,144.49675
Test_2217,142.84763
Test_2218,300.38632
Test_2219,201.80147
Test_2220,318.58905
Test_2221,765.41016
Test_2222,871.44385
Test_2223,98.25695
Test_2224,165.10204
Test_2225,140.13
Test_2226,172.62758
Test_2227,140.6838
Test_2228,479.83676
Test_2229,656.8737
Test_2230,477.7181
Test_2231,167.07709
Test_2232,226.58992
Test_2233,208.14029
Test_2234,183.71455
Test_2235,218.55664
Test_2236,271.7667
Test_2237,158.479
Test_2238,252.15318
Test_2239,176.90224
Test_2240,904.81537
Test_2241,236.42113
Test_2242,189.54045
Test_2243,156.54468
Test_2244,263.21246
Test_2245,156.51817
Test_2246,403.02533
Test_2247,174.89389
Test_2248,508.7053
Test_2249,861.04285
Test_2250,428.63596
Test_2251,96.76028
Test_2252,346.31964
Test_2253,522.9829
Test_2254,489.50397
Test_2255,287.3887
Test_2256,241.7032
Test_2257,171.48035
Test_2258,213.82431
Test_2259,106.11163
Test_2260,329.18967
Test_2261,169.95433
Test_2262,255.53876
Test_2263,283.1961
Test_2264,326.82812
Test_2265,166.6122
Test_2266,186.20374
Test_2267,212.12816
Test_2268,152.53621
Test_2269,385.44458
Test_2270,126.90045
Test_2271,138.30905
Test_2272,443.75616
Test_2273,409.3721
Test_2274,912.37665
Test_2275,130.26729
Test_2276,79.08375
Test_2277,439.43906
Test_2278,126.42845
Test_2279,474.56934
Test_2280,150.90092
Test_2281,386.67508
Test_2282,122.08334
Test_2283,90.28336
Test_2284,366.42545
Test_2285,319.97504
Test_2286,443.9169
Test_2287,254.12885
Test_2288,137.60165
Test_2289,205.33434
Test_2290,743.2762
Test_2291,162.40952
Test_2292,318.4031
Test_2293,153.56865
Test_2294,633.0054
Test_2295,95.76825
Test_2296,204.97092
Test_2297,196.7015
Test_2298,325.4184
Test_2299,146.37534
Test_2300,187.73074
Test_2301,165.08354
Test_2302,830.80066
Test_2303,155.85257
Test_2304,161.89723
Test_2305,176.42497
Test_2306,188.8081
Test_2307,337.55185
Test_2308,213.82431
Test_2309,696.2651
Test_2310,981.5593
Test_2311,497.74225
Test_2312,159.28891
Test_2313,367.45383
Test_2314,212.37119
Test_2315,332.77585
Test_2316,201.03282
Test_2317,381.1987
Test_2318,348.56964
Test_2319,273.8526
Test_2320,340.09952
Test_2321,298.52133
Test_2322,147.7719
Test_2323,175.75266
Test_2324,117.44644
Test_2325,191.21965
Test_2326,209.56958
Test_2327,251.20311
Test_2328,184.79945
Test_2329,379.9303
Test_2330,982.9341
Test_2331,284.31503
Test_2332,377.0661
Test_2333,162.75604
Test_2334,158.85329
Test_2335,154.99348
Test_2336,336.6817
Test_2337,356.39914
Test_2338,185.91872
Test_2339,193.33473
Test_2340,89.61751
Test_2341,322.64273
Test_2342,554.47986
Test_2343,234.32085
Test_2344,236.05208
Test_2345,207.84619
Test_2346,227.24554
Test_2347,144.98125
Test_2348,327.98196
Test_2349,372.21387
Test_2350,290.8336
Test_2351,130.28387
Test_2352,254.79895
Test_2353,140.19711
Test_2354,141.11263
Test_2355,1091.3749
Test_2356,349.276
Test_2357,378.94806
Test_2358,152.83273
Test_2359,675.34644
Test_2360,466.62506
Test_2361,149.98628
Test_2362,217.12483
Test_2363,909.12115
Test_2364,356.64032
Test_2365,117.289856
Test_2366,84.68806
Test_2367,508.65802
Test_2368,366.99734
Test_2369,333.4371
Test_2370,547.093
Test_2371,658.5561
Test_2372,140.22621
Test_2373,204.08861
Test_2374,423.51633
Test_2375,350.77872
Test_2376,337.92532
Test_2377,129.54895
Test_2378,330.9278
Test_2379,996.39465
Test_2380,259.951
Test_2381,131.90387
Test_2382,422.4273
Test_2383,801.27014
Test_2384,159.54567
Test_2385,81.00547
Test_2386,291.6754
Test_2387,314.90222
Test_2388,596.32135
Test_2389,258.2226
Test_2390,101.702095
Test_2391,415.40552
Test_2392,468.84555
Test_2393,519.02905
Test_2394,138.73758
Test_2395,190.78816
Test_2396,269.41898
Test_2397,134.46362
Test_2398,162.05821
Test_2399,379.08252
Test_2400,206.21523
Test_2401,171.20305
Test_2402,235.05295
Test_2403,178.94711
Test_2404,403.5591
Test_2405,154.84654
Test_2406,521.8529
Test_2407,157.62527
Test_2408,166.81075
Test_2409,107.3631
Test_2410,187.97612
Test_2411,379.9419
Test_2412,170.07828
Test_2413,181.92577
Test_2414,460.8355
Test_2415,95.08099
Test_2416,170.99971
Test_2417,83.28951
Test_2418,283.14285
Test_2419,83.00833
Test_2420,91.24665
Test_2421,185.76372
Test_2422,426.2016
Test_2423,391.17404
Test_2424,152.5028
Test_2425,282.8049
Test_2426,886.0021
Test_2427,519.182
Test_2428,185.47443
Test_2429,353.5531
Test_2430,144.09424
Test_2431,333.946
Test_2432,136.0772
Test_2433,116.89031
Test_2434,124.17716
Test_2435,217.27582
Test_2436,259.95602
Test_2437,353.40433
Test_2438,120.86388
Test_2439,343.347
Test_2440,116.27974
Test_2441,349.62808
Test_2442,412.55786
Test_2443,144.33258
Test_2444,718.446
Test_2445,275.75247
Test_2446,234.17572
Test_2447,293.14517
Test_2448,344.01154
Test_2449,78.02758
Test_2450,159.10559
Test_2451,128.96237
Test_2452,375.22455
Test_2453,190.17023
Test_2454,224.48648
Test_2455,167.37955
Test_2456,145.27663
Test_2457,631.35956
Test_2458,231.27132
Test_2459,370.99808
Test_2460,248.17154
Test_2461,352.71265
Test_2462,367.92227
Test_2463,193.4704
Test_2464,113.86935
Test_2465,270.10428
Test_2466,310.82196
Test_2467,974.3688
Test_2468,266.76343
Test_2469,338.8829
Test_2470,116.535774
Test_2471,253.28099
Test_2472,231.14114
Test_2473,207.3303
Test_2474,400.42828
Test_2475,1093.4829
Test_2476,72.91208
Test_2477,150.80708
Test_2478,493.6201
Test_2479,144.18219
Test_2480,855.34827
Test_2481,300.6774
Test_2482,414.787
Test_2483,242.80557
Test_2484,176.13785
Test_2485,217.46156
Test_2486,487.3958
Test_2487,405.56284
Test_2488,369.43954
Test_2489,178.40387
Test_2490,381.25064
Test_2491,217.551
Test_2492,137.05473
Test_2493,513.33057
Test_2494,381.86325
Test_2495,1114.2124
Test_2496,410.52774
Test_2497,185.1718
Test_2498,477.99954
Test_2499,229.51083
Test_2500,270.39294
Test_2501,443.08496
Test_2502,285.97308
Test_2503,156.59155
Test_2504,449.11014
Test_2505,327.77985
Test_2506,112.20611
Test_2507,113.99226
Test_2508,182.5658
Test_2509,287.17712
Test_2510,118.933754
Test_2511,178.18788
Test_2512,376.5913
Test_2513,400.41446
Test_2514,346.6213
Test_2515,158.63602
Test_2516,475.03778
Test_2517,490.8444
Test_2518,246.08543
Test_2519,190.9246
Test_2520,282.40228
Test_2521,1038.3752
Test_2522,382.0135
Test_2523,290.54694
Test_2524,247.44841
Test_2525,86.435394
Test_2526,325.3748
Test_2527,375.9233
Test_2528,179.24425
Test_2529,113.39072
Test_2530,354.40814
Test_2531,413.10864
Test_2532,321.08994
Test_2533,676.8341
Test_2534,141.09212
Test_2535,128.82036
Test_2536,113.64507
Test_2537,421.53357
Test_2538,208.35576
Test_2539,424.58026
Test_2540,162.58159
Test_2541,197.19057
